,outflow,outflow,outflow,outflow,outflow,inflow,inflow,inflow,inflow,inflow,info,info,info,info,info
,flow,product,component,material,element,flow,product,component,material,element,data,values_count,priority,priority_count,original row
18629,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,ferrousMetals,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,ferrousMetals,Cu,[0.4  0.18],2,[2111],1,[540 545]
18630,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,glass,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,glass,Ag,[0.59 0.18],2,[2111],1,[541 538]
18631,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,glass,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,glass,Al,[0.06 0.53],2,[2111],1,[544 542]
18632,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,glass,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,glass,Cu,[0.4  0.18],2,[2111],1,[540 545]
18633,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,glassAndCeramics,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,glassAndCeramics,Ag,[0.59 0.18],2,[2111],1,[541 538]
18634,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,glassAndCeramics,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,glassAndCeramics,Al,[0.06 0.53],2,[2111],1,[544 542]
18635,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,glassAndCeramics,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,glassAndCeramics,Cu,[0.4  0.18],2,[2111],1,[540 545]
18636,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,ironWroughtAndCast,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,ironWroughtAndCast,Ag,[0.59 0.18],2,[2111],1,[541 538]
18637,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,ironWroughtAndCast,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,ironWroughtAndCast,Al,[0.06 0.53],2,[2111],1,[544 542]
18638,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,ironWroughtAndCast,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,ironWroughtAndCast,Cu,[0.4  0.18],2,[2111],1,[540 545]
18639,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,non-ferrousMetals,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,non-ferrousMetals,Ag,[0.59 0.18],2,[2111],1,[541 538]
18640,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,non-ferrousMetals,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,non-ferrousMetals,Al,[0.06 0.53],2,[2111],1,[544 542]
18641,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,non-ferrousMetals,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,non-ferrousMetals,Cu,[0.4  0.18],2,[2111],1,[540 545]
18642,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,oil4,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,oil4,Ag,[0.59 0.18],2,[2111],1,[541 538]
18643,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,oil4,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,oil4,Al,[0.06 0.53],2,[2111],1,[544 542]
18644,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,oil4,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,oil4,Cu,[0.4  0.18],2,[2111],1,[540 545]
18645,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherFerrousAlloys,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherFerrousAlloys,Ag,[0.59 0.18],2,[2111],1,[541 538]
18646,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherFerrousAlloys,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherFerrousAlloys,Al,[0.06 0.53],2,[2111],1,[544 542]
18647,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherFerrousAlloys,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherFerrousAlloys,Cu,[0.4  0.18],2,[2111],1,[540 545]
18648,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherMetalsAndMetalAlloys,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherMetalsAndMetalAlloys,Ag,[0.59 0.18],2,[2111],1,[541 538]
18649,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherMetalsAndMetalAlloys,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherMetalsAndMetalAlloys,Al,[0.06 0.53],2,[2111],1,[544 542]
18650,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherMetalsAndMetalAlloys,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherMetalsAndMetalAlloys,Cu,[0.4  0.18],2,[2111],1,[540 545]
18651,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherMinerals,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherMinerals,Ag,[0.59 0.18],2,[2111],1,[541 538]
18652,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherMinerals,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherMinerals,Al,[0.06 0.53],2,[2111],1,[544 542]
18653,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherMinerals,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherMinerals,Cu,[0.4  0.18],2,[2111],1,[540 545]
18654,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherOrUndefinedMaterials,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherOrUndefinedMaterials,Ag,[0.59 0.18],2,[2111],1,[541 538]
18655,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherOrUndefinedMaterials,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherOrUndefinedMaterials,Al,[0.06 0.53],2,[2111],1,[544 542]
18656,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherOrUndefinedMaterials,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherOrUndefinedMaterials,Cu,[0.4  0.18],2,[2111],1,[540 545]
18657,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherOrganics,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherOrganics,Ag,[0.59 0.18],2,[2111],1,[541 538]
18658,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherOrganics,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherOrganics,Al,[0.06 0.53],2,[2111],1,[544 542]
18659,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,otherOrganics,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,otherOrganics,Cu,[0.4  0.18],2,[2111],1,[540 545]
18660,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,plasticComposites,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,plasticComposites,Ag,[0.59 0.18],2,[2111],1,[541 538]
18661,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,plasticComposites,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,plasticComposites,Al,[0.06 0.53],2,[2111],1,[544 542]
18662,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,plasticComposites,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,plasticComposites,Cu,[0.4  0.18],2,[2111],1,[540 545]
18663,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,plastics,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,plastics,Ag,[0.59 0.18],2,[2111],1,[541 538]
18664,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,plastics,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,plastics,Al,[0.06 0.53],2,[2111],1,[544 542]
18665,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,plastics,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,plastics,Cu,[0.4  0.18],2,[2111],1,[540 545]
18666,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPA6GF30,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPA6GF30,Ag,[0.59 0.18],2,[2111],1,[541 538]
18667,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPA6GF30,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPA6GF30,Al,[0.06 0.53],2,[2111],1,[544 542]
18668,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPA6GF30,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPA6GF30,Cu,[0.4  0.18],2,[2111],1,[540 545]
18669,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPGF30,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPGF30,Ag,[0.59 0.18],2,[2111],1,[541 538]
18670,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPGF30,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPGF30,Al,[0.06 0.53],2,[2111],1,[544 542]
18671,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPGF30,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPGF30,Cu,[0.4  0.18],2,[2111],1,[540 545]
18672,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPTF20,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPTF20,Ag,[0.59 0.18],2,[2111],1,[541 538]
18673,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPTF20,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPTF20,Al,[0.06 0.53],2,[2111],1,[544 542]
18674,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPTF20,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPTF20,Cu,[0.4  0.18],2,[2111],1,[540 545]
18675,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPTF30,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPTF30,Ag,[0.59 0.18],2,[2111],1,[541 538]
18676,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPTF30,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPTF30,Al,[0.06 0.53],2,[2111],1,[544 542]
18677,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,polymerPPTF30,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,polymerPPTF30,Cu,[0.4  0.18],2,[2111],1,[540 545]
18678,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,reinforcedPlastics,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,reinforcedPlastics,Ag,[0.59 0.18],2,[2111],1,[541 538]
18679,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,reinforcedPlastics,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,reinforcedPlastics,Al,[0.06 0.53],2,[2111],1,[544 542]
18680,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,reinforcedPlastics,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,reinforcedPlastics,Cu,[0.4  0.18],2,[2111],1,[540 545]
18681,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,sand,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,sand,Ag,[0.59 0.18],2,[2111],1,[541 538]
18682,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,sand,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,sand,Al,[0.06 0.53],2,[2111],1,[544 542]
18683,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,sand,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,sand,Cu,[0.4  0.18],2,[2111],1,[540 545]
18684,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,steelAndSteelAlloys,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,steelAndSteelAlloys,Ag,[0.59 0.18],2,[2111],1,[541 538]
18685,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,steelAndSteelAlloys,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,steelAndSteelAlloys,Al,[0.06 0.53],2,[2111],1,[544 542]
18686,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,steelAndSteelAlloys,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,steelAndSteelAlloys,Cu,[0.4  0.18],2,[2111],1,[540 545]
18687,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,undefinedAndMixedMaterials,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,undefinedAndMixedMaterials,Ag,[0.59 0.18],2,[2111],1,[541 538]
18688,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,undefinedAndMixedMaterials,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,undefinedAndMixedMaterials,Al,[0.06 0.53],2,[2111],1,[544 542]
18689,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,undefinedAndMixedMaterials,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,undefinedAndMixedMaterials,Cu,[0.4  0.18],2,[2111],1,[540 545]
18690,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,wood,Ag,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,wood,Ag,[0.59 0.18],2,[2111],1,[541 538]
18691,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,wood,Al,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,wood,Al,[0.06 0.53],2,[2111],1,[544 542]
18692,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,displayPlasma,wood,Cu,WEEE_chem_thermal,WEEE_Cat2,displayPlasma,wood,Cu,[0.4  0.18],2,[2111],1,[540 545]
18693,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,,Ag,[0.59 0.18],2,[2111],1,[541 538]
18694,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,,Al,[0.06 0.53],2,[2111],1,[544 542]
18695,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,,Cu,[0.4  0.18],2,[2111],1,[540 545]
18696,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,AlAndAlAlloys,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,AlAndAlAlloys,Ag,[0.59 0.18],2,[2111],1,[541 538]
18697,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,AlAndAlAlloys,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,AlAndAlAlloys,Al,[0.06 0.53],2,[2111],1,[544 542]
18698,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,AlAndAlAlloys,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,AlAndAlAlloys,Cu,[0.4  0.18],2,[2111],1,[540 545]
18699,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,CuAndCuAlloys,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,CuAndCuAlloys,Ag,[0.59 0.18],2,[2111],1,[541 538]
18700,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,CuAndCuAlloys,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,CuAndCuAlloys,Al,[0.06 0.53],2,[2111],1,[544 542]
18701,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,CuAndCuAlloys,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,CuAndCuAlloys,Cu,[0.4  0.18],2,[2111],1,[540 545]
18702,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,MaterialShadowWEEE,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,MaterialShadowWEEE,Ag,[0.59 0.18],2,[2111],1,[541 538]
18703,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,MaterialShadowWEEE,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,MaterialShadowWEEE,Al,[0.06 0.53],2,[2111],1,[544 542]
18704,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,MaterialShadowWEEE,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,MaterialShadowWEEE,Cu,[0.4  0.18],2,[2111],1,[540 545]
18705,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,aggregateBinderMixedMaterials,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,aggregateBinderMixedMaterials,Ag,[0.59 0.18],2,[2111],1,[541 538]
18706,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,aggregateBinderMixedMaterials,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,aggregateBinderMixedMaterials,Al,[0.06 0.53],2,[2111],1,[544 542]
18707,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,aggregateBinderMixedMaterials,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,aggregateBinderMixedMaterials,Cu,[0.4  0.18],2,[2111],1,[540 545]
18708,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,bitumen,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,bitumen,Ag,[0.59 0.18],2,[2111],1,[541 538]
18709,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,bitumen,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,bitumen,Al,[0.06 0.53],2,[2111],1,[544 542]
18710,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,bitumen,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,bitumen,Cu,[0.4  0.18],2,[2111],1,[540 545]
18711,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,carbon,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,carbon,Ag,[0.59 0.18],2,[2111],1,[541 538]
18712,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,carbon,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,carbon,Al,[0.06 0.53],2,[2111],1,[544 542]
18713,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,carbon,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,carbon,Cu,[0.4  0.18],2,[2111],1,[540 545]
18714,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ceramicComposites,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ceramicComposites,Ag,[0.59 0.18],2,[2111],1,[541 538]
18715,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ceramicComposites,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ceramicComposites,Al,[0.06 0.53],2,[2111],1,[544 542]
18716,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ceramicComposites,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ceramicComposites,Cu,[0.4  0.18],2,[2111],1,[540 545]
18717,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,concrete,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,concrete,Ag,[0.59 0.18],2,[2111],1,[541 538]
18718,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,concrete,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,concrete,Al,[0.06 0.53],2,[2111],1,[544 542]
18719,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,concrete,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,concrete,Cu,[0.4  0.18],2,[2111],1,[540 545]
18720,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ferrousMetals,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ferrousMetals,Ag,[0.59 0.18],2,[2111],1,[541 538]
18721,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ferrousMetals,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ferrousMetals,Al,[0.06 0.53],2,[2111],1,[544 542]
18722,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ferrousMetals,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ferrousMetals,Cu,[0.4  0.18],2,[2111],1,[540 545]
18723,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,glass,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,glass,Ag,[0.59 0.18],2,[2111],1,[541 538]
18724,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,glass,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,glass,Al,[0.06 0.53],2,[2111],1,[544 542]
18725,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,glass,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,glass,Cu,[0.4  0.18],2,[2111],1,[540 545]
18726,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,glassAndCeramics,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,glassAndCeramics,Ag,[0.59 0.18],2,[2111],1,[541 538]
18727,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,glassAndCeramics,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,glassAndCeramics,Al,[0.06 0.53],2,[2111],1,[544 542]
18728,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,glassAndCeramics,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,glassAndCeramics,Cu,[0.4  0.18],2,[2111],1,[540 545]
18729,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ironWroughtAndCast,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ironWroughtAndCast,Ag,[0.59 0.18],2,[2111],1,[541 538]
18730,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ironWroughtAndCast,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ironWroughtAndCast,Al,[0.06 0.53],2,[2111],1,[544 542]
18731,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,ironWroughtAndCast,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,ironWroughtAndCast,Cu,[0.4  0.18],2,[2111],1,[540 545]
18732,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,non-ferrousMetals,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,non-ferrousMetals,Ag,[0.59 0.18],2,[2111],1,[541 538]
18733,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,non-ferrousMetals,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,non-ferrousMetals,Al,[0.06 0.53],2,[2111],1,[544 542]
18734,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,non-ferrousMetals,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,non-ferrousMetals,Cu,[0.4  0.18],2,[2111],1,[540 545]
18735,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,oil4,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,oil4,Ag,[0.59 0.18],2,[2111],1,[541 538]
18736,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,oil4,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,oil4,Al,[0.06 0.53],2,[2111],1,[544 542]
18737,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,oil4,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,oil4,Cu,[0.4  0.18],2,[2111],1,[540 545]
18738,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherFerrousAlloys,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherFerrousAlloys,Ag,[0.59 0.18],2,[2111],1,[541 538]
18739,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherFerrousAlloys,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherFerrousAlloys,Al,[0.06 0.53],2,[2111],1,[544 542]
18740,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherFerrousAlloys,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherFerrousAlloys,Cu,[0.4  0.18],2,[2111],1,[540 545]
18741,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherMetalsAndMetalAlloys,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherMetalsAndMetalAlloys,Ag,[0.59 0.18],2,[2111],1,[541 538]
18742,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherMetalsAndMetalAlloys,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherMetalsAndMetalAlloys,Al,[0.06 0.53],2,[2111],1,[544 542]
18743,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherMetalsAndMetalAlloys,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherMetalsAndMetalAlloys,Cu,[0.4  0.18],2,[2111],1,[540 545]
18744,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherMinerals,Ag,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherMinerals,Ag,[0.59 0.18],2,[2111],1,[541 538]
18745,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherMinerals,Al,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherMinerals,Al,[0.06 0.53],2,[2111],1,[544 542]
18746,WEEE_2RM_thermal2Smelter_other,WEEE_Cat2,driveCDDExt,otherMinerals,Cu,WEEE_chem_thermal,WEEE_Cat2,driveCDDExt,otherMinerals,Cu,[0.4  0.18],2,[2111],1,[540 545]
